"workerid","rt","trial_type","evidenceStatement","freqLevel","characterName","habitual","n","instance","time_period","response","frequency","logFreq"
18,1766,"truthJudge","ate granola for breakfast",50,"Angela","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
18,2155,"truthJudge","played computer games",50,"William","plays computer games",4,"times","week","agree-key",208,5.33753807970132
18,3490,"truthJudge","drove to work",75,"Kathleen","drives to work",5,"times","week","agree-key",260,5.56068163101553
18,3572,"truthJudge","smoked",50,"William","smokes",7,"times","week","agree-key",364,5.89715386763674
18,2515,"truthJudge","vacationed in Switzerland",75,"Anthony","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
18,5917,"truthJudge","wrote",25,"Anthony","writes poems",1,"poem","5 years","agree-key",0.2,-1.6094379124341
18,7717,"truthJudge","stole",50,"David","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
19,6005,"truthJudge","smoked",50,"Melinda","smokes",7,"times","week","agree-key",364,5.89715386763674
19,4792,"truthJudge","ran",25,"Jennifer","runs",3,"times","year","agree-key",3,1.09861228866811
19,4155,"truthJudge","ate granola for breakfast",50,"John","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
19,2690,"truthJudge","drove to work",50,"Cameron","drives to work",4,"times","week","agree-key",208,5.33753807970132
19,2976,"truthJudge","played computer games",75,"Veronica","plays computer games",7,"times","week","agree-key",364,5.89715386763674
19,3980,"truthJudge","hiked",25,"Anthony","hikes",1,"time","year","disagree-key",1,0
19,5424,"truthJudge","biked to work",50,"Lucas","bikes to work",6,"times","month","agree-key",72,4.27666611901606
19,3117,"truthJudge","vacationed in Switzerland",75,"Stephanie","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
19,1891,"truthJudge","ate granola for breakfast",75,"Anthony","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
19,2488,"truthJudge","vacationed in Switzerland",50,"Stephen","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
19,2718,"truthJudge","smoked",75,"Alexander","smokes",70,"times","week","agree-key",3640,8.19973896063079
19,3164,"truthJudge","vacationed in Switzerland",25,"Daniel","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
19,2332,"truthJudge","ran",50,"Michelle","runs",25,"times","year","agree-key",25,3.2188758248682
19,2098,"truthJudge","wrote",75,"Monica","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
19,6897,"truthJudge","drank",50,"Sophia","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
19,2147,"truthJudge","played computer games",50,"Lee","plays computer games",4,"times","week","agree-key",208,5.33753807970132
19,1806,"truthJudge","wrote",25,"Julia","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
19,3779,"truthJudge","stole",75,"Claire","steals cars",5,"cars","10 years","disagree-key",0.5,-0.693147180559945
19,1710,"truthJudge","stole",50,"Eric","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
19,2503,"truthJudge","hiked",50,"Michael","hikes",4,"times","year","agree-key",4,1.38629436111989
19,2509,"truthJudge","drank",25,"Greg","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
19,4160,"truthJudge","biked to work",25,"Gabriel","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
19,2176,"truthJudge","drove to work",75,"Kim","drives to work",5,"times","week","agree-key",260,5.56068163101553
19,3523,"truthJudge","played computer games",25,"Alicia","plays computer games",2,"times","week","agree-key",104,4.64439089914137
19,2391,"truthJudge","drank",75,"David","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
19,1490,"truthJudge","stole",25,"Alexander","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
19,2177,"truthJudge","ran",75,"Daniel","runs",120,"times","year","agree-key",120,4.78749174278205
19,1596,"truthJudge","wrote",75,"Tom","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
19,1980,"truthJudge","ate granola for breakfast",25,"Laura","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
19,1426,"truthJudge","biked to work",75,"Gabriel","bikes to work",24,"times","month","agree-key",288,5.66296048013595
19,1247,"truthJudge","wrote",25,"William","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
19,2018,"truthJudge","smoked",25,"Angela","smokes",1,"time","week","disagree-key",52,3.95124371858143
19,1833,"truthJudge","hiked",75,"William","hikes",12,"times","year","agree-key",12,2.484906649788
19,1771,"truthJudge","drove to work",25,"Kathleen","drives to work",3,"times","week","agree-key",156,5.04985600724954
19,3389,"truthJudge","wrote",50,"David","writes poems",5,"poems","5 years","disagree-key",1,0
19,1463,"truthJudge","wrote",50,"Maya","writes novels",10,"novels","10 years","agree-key",1,0
20,4035,"truthJudge","wrote",75,"Kathleen","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
20,2477,"truthJudge","hiked",50,"Monica","hikes",4,"times","year","agree-key",4,1.38629436111989
20,2486,"truthJudge","hiked",25,"Anthony","hikes",1,"time","year","agree-key",1,0
20,1919,"truthJudge","smoked",25,"William","smokes",1,"time","week","disagree-key",52,3.95124371858143
20,1270,"truthJudge","smoked",75,"Claire","smokes",70,"times","week","agree-key",3640,8.19973896063079
20,2533,"truthJudge","biked to work",25,"Sophia","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
20,2174,"truthJudge","drove to work",50,"John","drives to work",4,"times","week","agree-key",208,5.33753807970132
20,2478,"truthJudge","wrote",25,"Michelle","writes poems",1,"poem","5 years","agree-key",0.2,-1.6094379124341
20,1182,"truthJudge","wrote",75,"Daniel","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
20,2997,"truthJudge","played computer games",50,"Tom","plays computer games",4,"times","week","disagree-key",208,5.33753807970132
20,1717,"truthJudge","vacationed in Switzerland",75,"Kim","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
20,1782,"truthJudge","stole",50,"Alexander","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
20,1279,"truthJudge","stole",75,"David","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
20,2086,"truthJudge","ran",75,"Lucas","runs",120,"times","year","agree-key",120,4.78749174278205
20,1789,"truthJudge","smoked",50,"Gabriel","smokes",7,"times","week","agree-key",364,5.89715386763674
20,6126,"truthJudge","vacationed in Switzerland",50,"Melinda","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
20,1422,"truthJudge","wrote",50,"Alicia","writes poems",5,"poems","5 years","agree-key",1,0
20,1742,"truthJudge","drank",50,"Eric","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
20,1310,"truthJudge","wrote",50,"Laura","writes novels",10,"novels","10 years","agree-key",1,0
20,1934,"truthJudge","ran",25,"Maya","runs",3,"times","year","disagree-key",3,1.09861228866811
20,1261,"truthJudge","stole",25,"Gabriel","steals cars",1,"car","10 years","agree-key",0.1,-2.30258509299405
20,3006,"truthJudge","drove to work",75,"Daniel","drives to work",5,"times","week","agree-key",260,5.56068163101553
20,2878,"truthJudge","drank",25,"Veronica","drinks beer",1,"beer","month","agree-key",12,2.484906649788
20,1966,"truthJudge","played computer games",25,"Cameron","plays computer games",2,"times","week","agree-key",104,4.64439089914137
20,1310,"truthJudge","hiked",75,"William","hikes",12,"times","year","agree-key",12,2.484906649788
20,1862,"truthJudge","drove to work",25,"Stephen","drives to work",3,"times","week","agree-key",156,5.04985600724954
20,3630,"truthJudge","ate granola for breakfast",50,"Michael","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
20,1965,"truthJudge","ate granola for breakfast",75,"Jennifer","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
20,2942,"truthJudge","vacationed in Switzerland",25,"Lee","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
20,3510,"truthJudge","biked to work",50,"Greg","bikes to work",6,"times","month","agree-key",72,4.27666611901606
20,1213,"truthJudge","biked to work",75,"David","bikes to work",24,"times","month","agree-key",288,5.66296048013595
20,2262,"truthJudge","ran",50,"Anthony","runs",25,"times","year","agree-key",25,3.2188758248682
20,943,"truthJudge","drank",75,"Julia","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
20,1094,"truthJudge","wrote",25,"Alexander","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
20,1389,"truthJudge","played computer games",75,"Angela","plays computer games",7,"times","week","agree-key",364,5.89715386763674
20,1981,"truthJudge","ate granola for breakfast",25,"Stephanie","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
21,3369,"truthJudge","stole",25,"Lucas","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
21,2638,"truthJudge","ran",25,"Eric","runs",3,"times","year","agree-key",3,1.09861228866811
21,4987,"truthJudge","stole",50,"Alicia","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
21,2812,"truthJudge","drove to work",25,"Daniel","drives to work",3,"times","week","agree-key",156,5.04985600724954
21,3041,"truthJudge","wrote",50,"William","writes poems",5,"poems","5 years","agree-key",1,0
21,7973,"truthJudge","biked to work",25,"Melinda","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
21,2524,"truthJudge","drank",75,"David","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
21,4004,"truthJudge","played computer games",75,"Daniel","plays computer games",7,"times","week","agree-key",364,5.89715386763674
21,2465,"truthJudge","played computer games",25,"Greg","plays computer games",2,"times","week","agree-key",104,4.64439089914137
21,6218,"truthJudge","vacationed in Switzerland",50,"Julia","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
21,2537,"truthJudge","drove to work",75,"Anthony","drives to work",5,"times","week","agree-key",260,5.56068163101553
21,2694,"truthJudge","drank",25,"David","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
21,3242,"truthJudge","biked to work",50,"John","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
21,2205,"truthJudge","hiked",50,"Jennifer","hikes",4,"times","year","agree-key",4,1.38629436111989
21,3523,"truthJudge","biked to work",75,"Lee","bikes to work",24,"times","month","agree-key",288,5.66296048013595
21,2332,"truthJudge","hiked",75,"Gabriel","hikes",12,"times","year","agree-key",12,2.484906649788
21,2238,"truthJudge","hiked",25,"Michael","hikes",1,"time","year","disagree-key",1,0
21,3827,"truthJudge","smoked",50,"Alexander","smokes",7,"times","week","agree-key",364,5.89715386763674
21,2596,"truthJudge","vacationed in Switzerland",25,"Tom","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
21,1796,"truthJudge","played computer games",50,"Michelle","plays computer games",4,"times","week","agree-key",208,5.33753807970132
21,3198,"truthJudge","stole",75,"Alexander","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
21,4014,"truthJudge","wrote",75,"Claire","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
21,1568,"truthJudge","ran",50,"Veronica","runs",25,"times","year","agree-key",25,3.2188758248682
21,1534,"truthJudge","ran",75,"Sophia","runs",120,"times","year","agree-key",120,4.78749174278205
21,1724,"truthJudge","wrote",75,"Stephanie","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
21,5146,"truthJudge","ate granola for breakfast",25,"William","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
21,2146,"truthJudge","smoked",75,"Angela","smokes",70,"times","week","agree-key",3640,8.19973896063079
21,1522,"truthJudge","vacationed in Switzerland",75,"Laura","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
21,6393,"truthJudge","wrote",25,"Stephen","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
21,2943,"truthJudge","ate granola for breakfast",75,"Kathleen","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
21,2596,"truthJudge","wrote",25,"Anthony","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
21,4817,"truthJudge","smoked",25,"Maya","smokes",1,"time","week","agree-key",52,3.95124371858143
21,1681,"truthJudge","ate granola for breakfast",50,"Cameron","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
21,5708,"truthJudge","drank",50,"Gabriel","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
21,1351,"truthJudge","wrote",50,"Kim","writes novels",10,"novels","10 years","agree-key",1,0
21,2267,"truthJudge","drove to work",50,"Monica","drives to work",4,"times","week","agree-key",208,5.33753807970132
22,9595,"truthJudge","played computer games",25,"Jennifer","plays computer games",2,"times","week","agree-key",104,4.64439089914137
22,6602,"truthJudge","played computer games",50,"Kim","plays computer games",4,"times","week","agree-key",208,5.33753807970132
22,8267,"truthJudge","wrote",25,"Michelle","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
22,7037,"truthJudge","smoked",50,"John","smokes",7,"times","week","agree-key",364,5.89715386763674
22,12515,"truthJudge","vacationed in Switzerland",25,"William","vacations in Switzerland",1,"time","10 years","agree-key",0.1,-2.30258509299405
22,7326,"truthJudge","ran",25,"Daniel","runs",3,"times","year","agree-key",3,1.09861228866811
22,5688,"truthJudge","vacationed in Switzerland",75,"Julia","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
22,18452,"truthJudge","ate granola for breakfast",50,"Gabriel","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
22,9734,"truthJudge","biked to work",25,"Gabriel","bikes to work",2,"times","month","agree-key",24,3.17805383034795
22,4165,"truthJudge","vacationed in Switzerland",50,"Angela","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
22,4855,"truthJudge","biked to work",75,"Daniel","bikes to work",24,"times","month","agree-key",288,5.66296048013595
22,3238,"truthJudge","wrote",25,"Alicia","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
22,4669,"truthJudge","drank",25,"Melinda","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
22,5166,"truthJudge","stole",25,"Stephen","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
22,3684,"truthJudge","hiked",50,"Stephanie","hikes",4,"times","year","agree-key",4,1.38629436111989
22,6035,"truthJudge","hiked",25,"Kathleen","hikes",1,"time","year","disagree-key",1,0
22,4761,"truthJudge","wrote",50,"Anthony","writes novels",10,"novels","10 years","agree-key",1,0
22,2759,"truthJudge","drove to work",25,"William","drives to work",3,"times","week","agree-key",156,5.04985600724954
22,4021,"truthJudge","drank",50,"Michael","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
22,5093,"truthJudge","wrote",50,"Alexander","writes poems",5,"poems","5 years","disagree-key",1,0
